cell	x	y	cluster
121690.WT_25	2584.902912621359	614.8737864077669	c23
121691.WT_25	2589.75	693.7777777777778	c7
121692.WT_25	2595.801282051282	716.3525641025641	c8
121693.WT_25	2596.322033898305	789.8050847457627	c12
121694.WT_25	2603.090909090909	904.4935064935064	c19
121695.WT_25	2610.45945945946	1034.3648648648648	c19
121697.WT_25	2633.58	1358.28	c0
121698.WT_25	2648.4	1623.7862068965517	c14
121699.WT_25	2569.535211267605	365.5211267605634	c6
121701.WT_25	2580.95	547.4	c0
121702.WT_25	2581.4307692307693	593.1846153846154	c23
121703.WT_25	2585.3552631578946	630.5526315789474	c23
121704.WT_25	2592.538461538461	697.3846153846154	c23
121706.WT_25	2627.7906976744184	1350.5116279069769	c29
121708.WT_25	2637.288461538461	1525.3807692307691	c6
121709.WT_25	2655.7078651685392	1705.2808988764043	c17
121714.WT_25	2574.2685185185187	492.30555555555554	c6
121715.WT_25	2577.5238095238096	505.6666666666667	c0
121716.WT_25	2578.92	543.26	c0
121717.WT_25	2581.936170212766	566.5531914893617	c0
121719.WT_25	2584.4037267080744	638.8571428571429	c23
121720.WT_25	2595.625954198473	804.9541984732824	c29
121721.WT_25	2606.833333333333	980.0	c19
121722.WT_25	2625.410714285714	1261.482142857143	c29
121723.WT_25	2626.8082901554403	1297.1813471502592	c29
121724.WT_25	2633.7818181818184	1363.2181818181818	c23
121725.WT_25	2645.377192982456	1558.061403508772	c6
121729.WT_25	2566.9347826086955	323.8260869565217	c17
121730.WT_25	2575.8818181818183	405.4272727272728	c10
121733.WT_25	2591.69109947644	659.3455497382199	c23
121734.WT_25	2602.736526946108	927.8682634730538	c19
121735.WT_25	2604.098484848485	950.8863636363636	c19
121737.WT_25	2615.4523809523807	1129.4166666666667	c19
121738.WT_25	2636.04	1411.46	c0
121739.WT_25	2638.8	1484.3	c0
121740.WT_25	2641.8934426229507	1493.073770491803	c0
121741.WT_25	2648.6617647058824	1656.9117647058824	c9
121742.WT_25	2654.879120879121	1668.3846153846157	c3
121743.WT_25	2569.7090909090907	411.45454545454544	c10
121745.WT_25	2580.5789473684213	570.7631578947369	c0
121747.WT_25	2583.619047619048	648.1904761904761	c23
121748.WT_25	2589.309090909091	676.5	c8
121749.WT_25	2589.09375	699.65625	c23
121751.WT_25	2622.184426229508	1272.389344262295	c29
121752.WT_25	2640.9438202247197	1505.584269662921	c0
121753.WT_25	2644.0476190476197	1593.547619047619	c6
121754.WT_25	2647.6666666666665	1667.428571428571	c9
121760.WT_25	2566.3238095238094	353.1904761904762	c10
121761.WT_25	2569.220588235294	386.5882352941176	c6
121762.WT_25	2572.685950413223	439.198347107438	c6
121763.WT_25	2581.5925925925926	583.7407407407408	c0
121764.WT_25	2581.5263157894738	607.3684210526316	c23
121765.WT_25	2589.345238095238	730.1904761904761	c0
121766.WT_25	2593.8823529411766	753.1016042780749	c8
121767.WT_25	2593.3703703703704	773.5925925925926	c29
121768.WT_25	2608.065934065934	1025.8461538461538	c19
121769.WT_25	2638.8529411764707	1499.1911764705883	c0
121770.WT_25	2641.555555555556	1514.1777777777777	c0
121775.WT_25	2570.3492063492063	450.0634920634921	c0
121778.WT_25	2632.904761904762	1408.0	c29
121779.WT_25	2635.7936507936506	1433.142857142857	c0
121780.WT_25	2634.4375	1437.125	c0
121781.WT_25	2637.7203389830506	1564.8135593220338	c12
121782.WT_25	2642.832	1582.544	c6
121785.WT_25	2568.867924528302	427.9433962264151	c2
121786.WT_25	2574.292682926829	462.1707317073171	c0
121787.WT_25	2574.1041666666665	466.1458333333333	c14
121789.WT_25	2576.4857142857145	522.0	c0
121790.WT_25	2578.688888888889	537.1111111111111	c0
121792.WT_25	2580.477876106195	651.3274336283185	c23
121794.WT_25	2628.1263157894737	1366.3157894736842	c0
121795.WT_25	2637.242424242424	1441.969696969697	c29
121796.WT_25	2558.5846153846155	297.9230769230769	c22
121797.WT_25	2569.375	458.515625	c6
121798.WT_25	2572.0	479.5	c12
121799.WT_25	2574.431818181818	527.2954545454545	c0
121800.WT_25	2579.0	588.1666666666666	c23
121805.WT_25	2612.2166666666667	1135.7	c19
121806.WT_25	2613.063829787234	1156.0127659574468	c19
121807.WT_25	2633.591836734694	1425.8775510204082	c6
121808.WT_25	2629.983606557377	1461.8032786885246	c0
121810.WT_25	2644.344086021505	1604.3655913978494	c6
121811.WT_25	2644.180555555556	1614.375	c6
121812.WT_25	2644.743661971831	1645.4450704225353	c9
121813.WT_25	2556.0232558139537	263.9651162790698	c15
121815.WT_25	2559.256097560976	286.6341463414634	c27
121818.WT_25	2588.5	666.8541666666666	c0
121820.WT_25	2586.137931034483	703.5172413793103	c8
121821.WT_25	2601.393574297189	893.9879518072289	c19
121824.WT_25	2611.9939759036147	1120.3072289156626	c19
121825.WT_25	2633.872549019608	1509.9607843137255	c0
121830.WT_25	2598.242424242424	915.318181818182	c19
121831.WT_25	2606.45945945946	1041.5945945945946	c12
121832.WT_25	2624.190476190476	1357.6190476190477	c2
121837.WT_25	2643.190476190476	1677.2857142857142	c6
121838.WT_25	2564.9576271186443	404.6271186440678	c6
121839.WT_25	2572.4	536.6909090909091	c0
121840.WT_25	2578.098039215686	600.3137254901961	c23
121842.WT_25	2578.266666666667	644.0333333333333	c23
121843.WT_25	2582.822580645161	674.9354838709677	c8
121844.WT_25	2585.234042553192	714.7765957446809	c8
121845.WT_25	2588.8939393939395	739.3484848484849	c8
121846.WT_25	2589.2758620689656	770.551724137931	c2
121847.WT_25	2588.4941860465115	798.1337209302326	c29
121848.WT_25	2608.921568627451	1088.4901960784314	c19
121849.WT_25	2619.686746987952	1255.012048192771	c29
121853.WT_25	2562.734693877551	367.3877551020408	c6
121854.WT_25	2564.133333333333	396.8	c6
121855.WT_25	2574.6704545454545	551.3863636363636	c0
121856.WT_25	2583.0	700.1944444444445	c8
121857.WT_25	2605.8970588235293	1078.1029411764705	c19
121859.WT_25	2634.78672985782	1450.872037914692	c0
121860.WT_25	2634.909090909091	1542.7272727272727	c12
121862.WT_25	2643.576923076923	1632.551282051282	c0
121865.WT_25	2646.2285714285717	1696.6285714285714	c30
121866.WT_25	2558.035714285714	315.6309523809524	c22
121867.WT_25	2561.726495726496	329.86324786324786	c6
121868.WT_25	2563.0943396226417	379.1509433962264	c6
121869.WT_25	2562.478260869565	390.8695652173913	c6
121870.WT_25	2569.25	477.875	c3
121872.WT_25	2577.1428571428573	605.6190476190476	c23
121875.WT_25	2586.833333333333	746.1875	c8
121876.WT_25	2587.7678571428573	809.7142857142857	c29
121878.WT_25	2640.7741935483878	1657.5806451612902	c9
121882.WT_25	2567.0135135135133	488.7702702702703	c6
121884.WT_25	2578.333333333333	621.2083333333334	c23
121885.WT_25	2588.9523809523807	775.4285714285714	c2
121887.WT_25	2610.75	1168.25	c29
121888.WT_25	2629.2	1434.7	c0
121889.WT_25	2638.7	1598.26	c6
121890.WT_25	2638.1408450704225	1626.605633802817	c14
121892.WT_25	2568.178571428572	483.0	c6
121893.WT_25	2570.2916666666665	543.1041666666666	c0
121894.WT_25	2570.988888888889	556.7111111111111	c0
121895.WT_25	2575.45945945946	608.7837837837837	c23
121897.WT_25	2581.068181818182	723.8181818181819	c7
121898.WT_25	2593.085	886.535	c19
121899.WT_25	2593.188888888889	906.8222222222222	c19
121901.WT_25	2600.7558139534885	971.9825581395348	c19
121902.WT_25	2618.1454545454544	1285.709090909091	c0
121903.WT_25	2636.375	1607.5	c0
121905.WT_25	2568.0	470.44444444444446	c12
121906.WT_25	2573.2727272727275	601.5454545454545	c23
121907.WT_25	2574.0	659.6439790575917	c23
121908.WT_25	2581.6464646464647	684.5858585858585	c0
121909.WT_25	2597.422535211268	941.6760563380282	c19
121911.WT_25	2621.26	1341.04	c23
121912.WT_25	2628.44	1406.6	c2
121918.WT_25	2564.154929577465	417.5352112676056	c9
121919.WT_25	2565.4	479.72	c6
121920.WT_25	2568.253456221198	508.258064516129	c0
121922.WT_25	2615.809523809524	1261.7619047619048	c29
121923.WT_25	2620.205479452055	1349.5342465753424	c0
121924.WT_25	2619.060606060606	1356.5757575757575	c2
121925.WT_25	2632.133333333333	1548.088888888889	c12
121926.WT_25	2554.0258620689656	335.1034482758621	c21
121927.WT_25	2558.0	340.0952380952381	c21
121928.WT_25	2557.2413793103447	343.3103448275862	c21
121929.WT_25	2561.0425531914893	424.2340425531915	c6
121930.WT_25	2562.825	450.5583333333333	c6
121931.WT_25	2573.2063492063494	586.5079365079365	c23
121932.WT_25	2579.4166666666665	706.0833333333334	c8
121934.WT_25	2596.103448275862	957.7413793103448	c19
121938.WT_25	2612.71875	1255.90625	c29
121939.WT_25	2622.612068965517	1304.2931034482758	c2
121940.WT_25	2630.6296296296296	1534.074074074074	c6
121944.WT_25	2556.2519083969464	350.7328244274809	c21
121945.WT_25	2557.6619718309857	359.7042253521127	c10
121946.WT_25	2557.815789473684	398.30263157894734	c6
121947.WT_25	2577.188034188034	671.4957264957264	c0
121949.WT_25	2630.70303030303	1489.5151515151515	c0
121954.WT_25	2563.375	440.275	c6
121957.WT_25	2571.116129032258	578.0967741935484	c0
121958.WT_25	2575.635294117647	686.1647058823529	c23
121959.WT_25	2579.2285714285717	740.6071428571429	c8
121960.WT_25	2581.6688311688317	758.7857142857143	c8
121963.WT_25	2603.8311688311687	1058.3766233766237	c19
121965.WT_25	2615.5178571428573	1268.232142857143	c2
121966.WT_25	2626.404255319149	1443.914893617021	c0
121970.WT_25	2583.236641221374	788.2137404580153	c29
121971.WT_25	2583.5504587155965	814.5504587155963	c29
121972.WT_25	2591.1428571428573	930.7244897959184	c19
121974.WT_25	2617.5314285714285	1309.1028571428571	c29
121976.WT_25	2624.777777777778	1438.7111111111112	c0
121977.WT_25	2634.0308641975307	1590.148148148148	c6
121978.WT_25	2631.6202531645567	1611.0506329113923	c6
121979.WT_25	2634.368421052632	1618.7105263157894	c0
121980.WT_25	2635.0444444444443	1640.4888888888888	c14
121984.WT_25	2563.9147286821703	522.5968992248062	c0
121985.WT_25	2565.692307692308	543.6923076923077	c0
121986.WT_25	2593.469696969697	983.4090909090908	c19
121987.WT_25	2601.747572815534	1094.873786407767	c19
121988.WT_25	2624.980769230769	1424.951923076923	c0
121989.WT_25	2625.470588235294	1450.529411764706	c6
121991.WT_25	2550.464285714286	303.125	c7
121992.WT_25	2566.035714285714	557.0714285714286	c0
121993.WT_25	2581.515625	779.171875	c29
121994.WT_25	2604.440789473684	1141.9013157894738	c19
121995.WT_25	2624.480769230769	1413.4679487179487	c2
121996.WT_25	2632.1975308641977	1579.20987654321	c0
121998.WT_25	2569.9454545454546	670.8181818181819	c23
121999.WT_25	2576.769230769231	705.3846153846154	c8
122000.WT_25	2579.7380952380954	731.7857142857143	c8
122001.WT_25	2596.214285714286	1042.5357142857142	c19
122003.WT_25	2604.40350877193	1133.59649122807	c19
122004.WT_25	2612.507575757576	1290.0075757575758	c12
122005.WT_25	2618.1993957703926	1324.238670694864	c6
122006.WT_25	2622.9766081871344	1395.187134502924	c29
122007.WT_25	2621.3804347826085	1401.9891304347825	c0
122011.WT_25	2557.309523809524	408.04761904761904	c6
122012.WT_25	2559.9242424242425	435.8181818181818	c6
122013.WT_25	2559.620689655173	458.3448275862069	c10
122014.WT_25	2560.285714285714	463.9387755102041	c6
122015.WT_25	2565.529411764706	538.1764705882352	c0
122016.WT_25	2567.0285714285715	569.3047619047619	c0
122017.WT_25	2566.205426356589	592.8798449612403	c23
122019.WT_25	2588.4375	938.6145833333334	c19
122020.WT_25	2590.777777777778	948.3535353535352	c19
122021.WT_25	2609.9074074074074	1267.3333333333333	c29
122023.WT_25	2613.4242424242425	1339.0	c29
122024.WT_25	2616.3571428571427	1344.2142857142858	c0
122025.WT_25	2615.076923076923	1357.8461538461538	c2
122029.WT_25	2552.183006535948	371.1764705882353	c6
122030.WT_25	2553.5172413793102	383.13793103448273	c6
122032.WT_25	2554.0	415.8428571428572	c23
122034.WT_25	2561.133333333333	487.1333333333333	c2
122036.WT_25	2576.90625	728.90625	c5
122037.WT_25	2586.96186440678	920.5381355932204	c19
122040.WT_25	2614.1	1345.5333333333333	c2
122041.WT_25	2623.532258064516	1453.774193548387	c0
122042.WT_25	2628.055555555556	1569.7222222222222	c14
122046.WT_25	2579.0	769.71875	c29
122047.WT_25	2584.4036697247707	907.7798165137616	c19
122048.WT_25	2594.080808080808	1102.2828282828282	c3
122049.WT_25	2623.306666666667	1482.1066666666666	c0
122050.WT_25	2548.7567567567567	283.86486486486484	c22
122052.WT_25	2555.5	451.0	c6
122055.WT_25	2571.795918367347	691.1632653061224	c23
122056.WT_25	2577.733333333333	797.0666666666667	c29
122057.WT_25	2597.8547008547007	1117.5555555555557	c19
122058.WT_25	2627.4895104895104	1602.3496503496503	c6
122062.WT_25	2553.711111111111	423.1333333333333	c10
122063.WT_25	2554.6060606060605	430.09090909090907	c2
122064.WT_25	2560.3846153846152	500.38461538461536	c2
122065.WT_25	2561.3798449612405	562.8139534883721	c0
122068.WT_25	2575.36170212766	714.5851063829788	c8
122069.WT_25	2575.586206896552	789.1034482758621	c29
122071.WT_25	2594.178571428572	1089.0642857142857	c19
122073.WT_25	2614.449275362319	1388.5	c0
122075.WT_25	2625.6346153846152	1541.673076923077	c6
122076.WT_25	2546.5925925925926	291.9047619047619	c22
122077.WT_25	2550.0344827586205	327.0689655172414	c6
122078.WT_25	2572.3846153846152	740.4615384615385	c23
122080.WT_25	2578.56	824.56	c29
122081.WT_25	2598.05737704918	1129.2868852459017	c19
122082.WT_25	2621.837837837838	1433.1351351351352	c0
122083.WT_25	2630.005617977528	1635.3988764044943	c9
122085.WT_25	2555.0	455.36	c2
122086.WT_25	2557.638418079096	474.40677966101697	c6
122087.WT_25	2561.1454545454544	494.5090909090909	c0
122088.WT_25	2567.684210526316	634.2894736842105	c23
122089.WT_25	2573.1111111111118	734.3333333333334	c2
122090.WT_25	2577.6326530612246	803.0204081632653	c29
122091.WT_25	2589.6627906976746	971.0232558139536	c19
122092.WT_25	2587.448275862069	983.4137931034484	c19
122094.WT_25	2599.466101694916	1150.8305084745762	c19
122095.WT_25	2606.1392405063293	1294.3417721518988	c29
122096.WT_25	2613.8571428571427	1380.2571428571428	c29
122098.WT_25	2546.157894736842	342.57894736842104	c21
122100.WT_25	2555.4576271186443	443.8474576271187	c2
122101.WT_25	2554.9655172413795	461.2413793103448	c3
122102.WT_25	2569.830508474576	623.0508474576271	c23
122103.WT_25	2573.6285714285714	724.4	c23
122106.WT_25	2584.5714285714284	891.3809523809524	c19
122108.WT_25	2607.6346153846152	1316.8076923076924	c0
122110.WT_25	2614.9478672985783	1438.350710900474	c0
122112.WT_25	2548.4262295081967	277.87704918032784	c22
122113.WT_25	2548.6521739130435	362.0	c6
122114.WT_25	2549.1075268817203	410.3655913978495	c6
122115.WT_25	2555.851851851852	491.0	c6
122117.WT_25	2559.007633587786	539.7709923664122	c0
122118.WT_25	2561.156862745098	548.9411764705883	c0
122119.WT_25	2561.0	579.8	c0
122120.WT_25	2568.123595505618	709.0	c8
122121.WT_25	2568.5	720.1363636363636	c8
122122.WT_25	2578.2758620689656	817.6896551724138	c29
122123.WT_25	2605.771739130435	1259.3804347826087	c29
122124.WT_25	2618.4692307692308	1458.676923076923	c0
122125.WT_25	2625.6071428571427	1516.85	c13
122127.WT_25	2626.25641025641	1616.8461538461538	c6
122128.WT_25	2626.039024390244	1660.9268292682927	c6
122129.WT_25	2629.153605015674	1678.269592476489	c6
122131.WT_25	2555.8571428571427	515.7857142857143	c11
122132.WT_25	2558.9615384615386	553.3076923076923	c0
122133.WT_25	2560.36	576.72	c0
122134.WT_25	2567.779411764706	646.2058823529412	c23
122135.WT_25	2566.6129032258063	686.483870967742	c5
122136.WT_25	2568.0666666666666	725.0666666666667	c8
122137.WT_25	2574.840909090909	775.0681818181819	c29
122138.WT_25	2582.658227848101	897.4303797468355	c19
122141.WT_25	2592.620689655173	1080.151724137931	c19
122143.WT_25	2612.7462686567164	1408.0671641791046	c0
122144.WT_25	2615.2025316455697	1461.2025316455697	c0
122145.WT_25	2623.297297297297	1503.3108108108108	c10
122146.WT_25	2620.2685185185187	1556.6975308641977	c12
122149.WT_25	2545.5214285714287	315.87142857142857	c6
122151.WT_25	2554.5	496.1739130434783	c7
122153.WT_25	2565.0687022900765	611.2480916030535	c23
122155.WT_25	2567.0263157894738	628.8157894736842	c23
122156.WT_25	2566.7619047619046	715.3809523809524	c8
122157.WT_25	2568.0	728.327868852459	c8
122158.WT_25	2573.5789473684213	770.2631578947369	c0
122159.WT_25	2573.3636363636365	795.7272727272727	c29
122160.WT_25	2576.083333333333	821.1666666666666	c29
122161.WT_25	2581.595238095238	889.3809523809524	c19
122163.WT_25	2606.217391304348	1306.895652173913	c2
122164.WT_25	2604.866666666667	1323.7333333333331	c5
122165.WT_25	2609.0	1373.3737373737374	c2
122166.WT_25	2617.7916666666665	1474.7559523809523	c0
122168.WT_25	2621.2763157894738	1533.75	c0
122169.WT_25	2545.75641025641	330.79487179487177	c21
122170.WT_25	2544.826086956521	345.4782608695652	c21
122172.WT_25	2550.6521739130435	434.3478260869565	c6
122173.WT_25	2550.9565217391305	466.2608695652174	c29
122175.WT_25	2586.1241379310345	960.703448275862	c19
122178.WT_25	2595.777777777778	1140.1851851851852	c19
122179.WT_25	2605.775510204081	1280.3061224489795	c29
122180.WT_25	2608.555555555556	1356.2222222222222	c29
122181.WT_25	2615.222222222222	1427.530864197531	c0
122183.WT_25	2539.576923076923	256.59615384615387	c27
122184.WT_25	2540.95	348.725	c21
122186.WT_25	2563.103092783505	656.020618556701	c23
122187.WT_25	2576.5539568345325	885.4028776978417	c19
122190.WT_25	2607.8125	1380.0625	c2
122192.WT_25	2622.625550660793	1583.0616740088103	c10
122193.WT_25	2621.512195121951	1617.6097560975609	c9
122194.WT_25	2542.055555555556	264.4583333333333	c22
122195.WT_25	2537.242424242424	288.6060606060606	c14
122197.WT_25	2547.3956834532373	398.37410071942446	c6
122198.WT_25	2549.1153846153848	449.38461538461536	c2
122199.WT_25	2569.030303030303	761.8030303030303	c0
122200.WT_25	2572.285714285714	798.2857142857143	c0
122202.WT_25	2576.289156626506	902.2289156626506	c19
122205.WT_25	2590.623076923077	1123.1153846153843	c19
122206.WT_25	2590.903225806452	1137.741935483871	c19
122207.WT_25	2612.9122807017543	1418.6140350877192	c0
122211.WT_25	2540.5975609756097	337.0853658536585	c21
122214.WT_25	2550.439024390244	459.780487804878	c6
122215.WT_25	2553.695652173913	501.4782608695652	c0
122218.WT_25	2560.860215053764	641.0645161290323	c23
122219.WT_25	2581.04	931.6	c35
122220.WT_25	2595.2526881720432	1158.1666666666667	c19
122224.WT_25	2623.776223776224	1626.8531468531469	c9
122225.WT_25	2534.1726190476197	281.54761904761904	c22
122227.WT_25	2554.6481481481483	485.462962962963	c3
122228.WT_25	2583.4461538461537	1039.1384615384616	c19
122230.WT_25	2607.3125	1414.125	c7
122232.WT_25	2612.5714285714284	1467.0	c0
122233.WT_25	2610.885714285714	1506.1571428571428	c13
122235.WT_25	2618.0810810810813	1544.108108108108	c6
122240.WT_25	2540.125	355.18055555555554	c21
122241.WT_25	2537.688888888889	363.5481481481481	c6
122242.WT_25	2547.964912280702	428.561403508772	c6
122244.WT_25	2547.454545454545	441.1818181818182	c6
122245.WT_25	2553.0	545.1176470588235	c0
122246.WT_25	2557.4054054054054	607.027027027027	c23
122247.WT_25	2559.009090909091	630.1909090909091	c23
122248.WT_25	2580.4324324324325	942.6486486486486	c19
122252.WT_25	2619.68253968254	1596.888888888889	c0
122253.WT_25	2536.619883040936	323.4269005847953	c0
122255.WT_25	2557.076923076923	581.2307692307693	c0
122256.WT_25	2557.277777777778	600.3055555555555	c23
122257.WT_25	2561.055555555556	684.8888888888889	c8
122258.WT_25	2570.5803921568627	697.6862745098039	c8
122259.WT_25	2570.0851063829787	787.9574468085107	c29
